seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
chr4	43039571	43040994	1424	*	Promoter (<=1kb)	4	43032414	43040288	7875	2	ENSMUSG00000036002.12	ENSMUST00000107958.7	0
chr4	43731324	43732664	1341	*	Promoter (<=1kb)	4	43732259	43759462	27204	1	ENSMUSG00000028475.9	ENSMUST00000142309.2	0
chr4	44013003	44013206	204	*	Exon (ENSMUST00000107846.9/ENSMUSG00000028478.18, exon 2 of 6)	4	44004452	44032846	28395	1	ENSMUSG00000028478.18	ENSMUST00000107846.9	8551
chr4	44072722	44072905	184	*	Promoter (<=1kb)	4	44036826	44072778	35953	2	ENSMUSG00000028479.18	ENSMUST00000102936.8	0
chr4	44167223	44167602	380	*	Promoter (<=1kb)	4	44149107	44167535	18429	2	ENSMUSG00000035696.15	ENSMUST00000137194.7	0
chr4	45528772	45529045	274	*	Promoter (1-2kb)	4	45423278	45530330	107053	2	ENSMUSG00000044813.15	ENSMUST00000061986.11	1285
chr4	46451977	46452427	451	*	Promoter (1-2kb)	4	46450902	46472657	21756	1	ENSMUSG00000028333.10	ENSMUST00000102926.4	1075
chr4	46507824	46508051	228	*	Intron (ENSMUST00000184112.7/ENSMUSG00000039853.18, intron 4 of 4)	4	46493781	46536122	42342	2	ENSMUSG00000039853.18	ENSMUST00000184112.7	28071
chr4	47602738	47604783	2046	*	Promoter (<=1kb)	4	47603889	47604008	120	1	ENSMUSG00000098518.1	ENSMUST00000184188.1	0
chr4	48286255	48286441	187	*	Exon (ENSMUST00000149555.1/ENSMUSG00000028344.12, exon 2 of 2)	4	48279760	48309202	29443	1	ENSMUSG00000028344.12	ENSMUST00000156602.1	6495
chr4	48287684	48287872	189	*	Intron (ENSMUST00000156602.1/ENSMUSG00000028344.12, intron 2 of 2)	4	48279760	48309202	29443	1	ENSMUSG00000028344.12	ENSMUST00000156602.1	7924
chr4	48925180	48925411	232	*	Intron (ENSMUST00000131099.1/ENSMUSG00000084787.1, intron 2 of 3)	4	48898593	48963237	64645	1	ENSMUSG00000084787.1	ENSMUST00000131099.1	26587
chr4	59783313	59783626	314	*	Promoter (<=1kb)	4	59769637	59783866	14230	2	ENSMUSG00000038544.14	ENSMUST00000095063.10	240
chr4	62699204	62699353	150	*	Intron (ENSMUST00000084521.10/ENSMUSG00000059810.18, intron 12 of 15)	4	62619520	62703018	83499	1	ENSMUSG00000059810.18	ENSMUST00000084521.10	79684
chr4	74252529	74252770	242	*	Intron (ENSMUST00000077851.9/ENSMUSG00000028397.13, intron 1 of 21)	4	74242497	74405860	163364	1	ENSMUSG00000028397.13	ENSMUST00000077851.9	10032
chr4	76449513	76449753	241	*	Promoter (<=1kb)	4	75941238	76449980	508743	2	ENSMUSG00000028399.18	ENSMUST00000107289.8	227
chr4	76532712	76532963	252	*	Intron (ENSMUST00000173376.7/ENSMUSG00000028399.18, intron 1 of 30)	4	75944806	76594299	649494	2	ENSMUSG00000028399.18	ENSMUST00000173376.7	61336
chr4	81316368	81316551	184	*	Intron (ENSMUST00000107262.7/ENSMUSG00000028402.18, intron 26 of 46)	4	81278500	81442805	164306	2	ENSMUSG00000028402.18	ENSMUST00000107262.7	126254
chr4	81430545	81430923	379	*	Intron (ENSMUST00000107262.7/ENSMUSG00000028402.18, intron 1 of 46)	4	81278500	81442805	164306	2	ENSMUSG00000028402.18	ENSMUST00000107262.7	11882
chr4	82384245	82385138	894	*	Intron (ENSMUST00000050872.14/ENSMUSG00000008575.17, intron 2 of 11)	4	82290173	82505308	215136	2	ENSMUSG00000008575.17	ENSMUST00000050872.14	120170
chr4	82466292	82466469	178	*	Intron (ENSMUST00000050872.14/ENSMUSG00000008575.17, intron 2 of 11)	4	82290173	82505308	215136	2	ENSMUSG00000008575.17	ENSMUST00000050872.14	38839
chr4	82488678	82488938	261	*	Intron (ENSMUST00000050872.14/ENSMUSG00000008575.17, intron 2 of 11)	4	82290173	82505308	215136	2	ENSMUSG00000008575.17	ENSMUST00000050872.14	16370
chr4	82496544	82496934	391	*	Exon (ENSMUST00000135024.1/ENSMUSG00000008575.17, exon 2 of 2)	4	82290173	82505308	215136	2	ENSMUSG00000008575.17	ENSMUST00000050872.14	8374
chr4	82501874	82502877	1004	*	Promoter (2-3kb)	4	82290173	82505308	215136	2	ENSMUSG00000008575.17	ENSMUST00000050872.14	2431
chr4	82503922	82504659	738	*	Promoter (<=1kb)	4	82290173	82505308	215136	2	ENSMUSG00000008575.17	ENSMUST00000050872.14	649
chr4	82506167	82507020	854	*	Intron (ENSMUST00000155821.1/ENSMUSG00000008575.17, intron 1 of 1)	4	82498321	82705750	207430	2	ENSMUSG00000008575.17	ENSMUST00000155821.1	198730
chr4	82508365	82509061	697	*	Intron (ENSMUST00000139835.1/ENSMUSG00000087413.1, intron 1 of 1)	4	82498321	82705750	207430	2	ENSMUSG00000008575.17	ENSMUST00000155821.1	196689
chr4	82536220	82536425	206	*	Intron (ENSMUST00000139835.1/ENSMUSG00000087413.1, intron 1 of 1)	4	82498321	82705750	207430	2	ENSMUSG00000008575.17	ENSMUST00000155821.1	169325
chr4	87984380	87985510	1131	*	Intron (ENSMUST00000078090.11/ENSMUSG00000028496.17, intron 2 of 10)	4	87769925	88033364	263440	2	ENSMUSG00000028496.17	ENSMUST00000078090.11	47854
chr4	88031661	88031858	198	*	Promoter (1-2kb)	4	87769925	88033364	263440	2	ENSMUSG00000028496.17	ENSMUST00000078090.11	1506
chr4	91374940	91375232	293	*	Promoter (1-2kb)	4	91250763	91376463	125701	2	ENSMUSG00000008489.18	ENSMUST00000107120.7	1231
chr4	97775509	97775692	184	*	Promoter (2-3kb)	4	97772734	98000466	227733	1	ENSMUSG00000028565.18	ENSMUST00000152023.7	2775
chr4	97783627	97783776	150	*	Intron (ENSMUST00000152023.7/ENSMUSG00000028565.18, intron 2 of 3)	4	97772734	98000466	227733	1	ENSMUSG00000028565.18	ENSMUST00000152023.7	10893
chr4	97785271	97785421	151	*	Intron (ENSMUST00000152023.7/ENSMUSG00000028565.18, intron 2 of 3)	4	97772734	98000466	227733	1	ENSMUSG00000028565.18	ENSMUST00000152023.7	12537
chr4	97805886	97806038	153	*	Intron (ENSMUST00000152023.7/ENSMUSG00000028565.18, intron 2 of 3)	4	97772734	98000466	227733	1	ENSMUSG00000028565.18	ENSMUST00000152023.7	33152
chr4	97875359	97875580	222	*	Intron (ENSMUST00000152023.7/ENSMUSG00000028565.18, intron 2 of 3)	4	97772734	98000466	227733	1	ENSMUSG00000028565.18	ENSMUST00000152023.7	102625
chr4	97911372	97911547	176	*	Intron (ENSMUST00000152023.7/ENSMUSG00000028565.18, intron 2 of 3)	4	97772734	98000466	227733	1	ENSMUSG00000028565.18	ENSMUST00000152023.7	138638
chr4	98004868	98005017	150	*	Intron (ENSMUST00000075448.12/ENSMUSG00000028565.18, intron 4 of 10)	4	97777608	98118871	341264	1	ENSMUSG00000028565.18	ENSMUST00000075448.12	227260
chr4	98008961	98009181	221	*	Intron (ENSMUST00000075448.12/ENSMUSG00000028565.18, intron 4 of 10)	4	97777608	98118871	341264	1	ENSMUSG00000028565.18	ENSMUST00000075448.12	231353
chr4	98099997	98100146	150	*	Intron (ENSMUST00000075448.12/ENSMUSG00000028565.18, intron 10 of 10)	4	97777608	98118871	341264	1	ENSMUSG00000028565.18	ENSMUST00000075448.12	322389
chr4	98107890	98108154	265	*	Intron (ENSMUST00000075448.12/ENSMUSG00000028565.18, intron 10 of 10)	4	97777608	98118871	341264	1	ENSMUSG00000028565.18	ENSMUST00000075448.12	330282
chr4	101354788	101354951	164	*	Promoter (1-2kb)	4	101346531	101356248	9718	2	ENSMUSG00000086782.2	ENSMUST00000144604.1	1297
chr4	101449697	101449933	237	*	Intron (ENSMUST00000102780.7/ENSMUSG00000028527.18, intron 3 of 5)	4	101419277	101466995	47719	1	ENSMUSG00000028527.18	ENSMUST00000102780.7	30420
chr4	101507860	101508014	155	*	Promoter (<=1kb)	4	101507871	101642799	134929	1	ENSMUSG00000028528.17	ENSMUST00000038207.11	0
chr4	102254739	102255207	469	*	Promoter (<=1kb)	4	102254742	102555924	301183	1	ENSMUSG00000028525.16	ENSMUST00000106907.8	0
chr4	102532797	102533000	204	*	Intron (ENSMUST00000106911.7/ENSMUSG00000028525.16, intron 7 of 16)	4	102087543	102605833	518291	1	ENSMUSG00000028525.16	ENSMUST00000106911.7	445254
chr4	102759725	102760123	399	*	Intron (ENSMUST00000097948.8/ENSMUSG00000028524.21, intron 1 of 7)	4	102741297	102870826	129530	1	ENSMUSG00000028524.21	ENSMUST00000097948.8	18428
chr4	102761177	102761341	165	*	Intron (ENSMUST00000097948.8/ENSMUSG00000028524.21, intron 2 of 7)	4	102741297	102870826	129530	1	ENSMUSG00000028524.21	ENSMUST00000097948.8	19880
chr4	102801545	102801695	151	*	Intron (ENSMUST00000097948.8/ENSMUSG00000028524.21, intron 2 of 7)	4	102741297	102870826	129530	1	ENSMUSG00000028524.21	ENSMUST00000097948.8	60248
chr4	102840473	102840667	195	*	Intron (ENSMUST00000097948.8/ENSMUSG00000028524.21, intron 2 of 7)	4	102741297	102870826	129530	1	ENSMUSG00000028524.21	ENSMUST00000097948.8	99176
chr4	102951951	102952344	394	*	Intron (ENSMUST00000066824.13/ENSMUSG00000028524.21, intron 17 of 23)	4	102760135	102971983	211849	1	ENSMUSG00000028524.21	ENSMUST00000066824.13	191816
chr4	103119355	103119594	240	*	Promoter (<=1kb)	4	103119390	103142573	23184	1	ENSMUSG00000028522.16	ENSMUST00000151588.7	0
chr4	104178436	104178686	251	*	Exon (ENSMUST00000143294.7/ENSMUSG00000028519.16, exon 4 of 4)	4	103619359	104178521	559163	1	ENSMUSG00000028519.16	ENSMUST00000143294.7	559077
chr4	104366834	104368722	1889	*	Promoter (<=1kb)	4	104367113	104679496	312384	1	ENSMUSG00000028519.16	ENSMUST00000143644.7	0
chr4	104451260	104452594	1335	*	Intron (ENSMUST00000106827.7/ENSMUSG00000028519.16, intron 3 of 9)	4	103619665	104680382	1060718	1	ENSMUSG00000028519.16	ENSMUST00000106827.7	831595
chr4	104656923	104657216	294	*	Intron (ENSMUST00000106827.7/ENSMUSG00000028519.16, intron 6 of 9)	4	103619665	104680382	1060718	1	ENSMUSG00000028519.16	ENSMUST00000106827.7	1037258
chr4	104680422	104680640	219	*	Intron (ENSMUST00000146078.7/ENSMUSG00000028519.16, intron 6 of 14)	4	104367590	104741797	374208	1	ENSMUSG00000028519.16	ENSMUST00000146078.7	312832
chr4	105171320	105171475	156	*	Intron (ENSMUST00000064139.7/ENSMUSG00000028517.8, intron 1 of 5)	4	105157347	105232764	75418	1	ENSMUSG00000028517.8	ENSMUST00000064139.7	13973
chr4	106317555	106317969	415	*	Promoter (1-2kb)	4	106316213	106441317	125105	1	ENSMUSG00000028514.15	ENSMUST00000165709.7	1342
chr4	106978044	106978198	155	*	Intron (ENSMUST00000150915.7/ENSMUSG00000061887.14, intron 4 of 8)	4	106910701	107031069	120369	1	ENSMUSG00000061887.14	ENSMUST00000150915.7	67343
chr4	107737279	107737655	377	*	Intron (ENSMUST00000143064.7/ENSMUSG00000085549.7, intron 3 of 3)	4	107689701	107758985	69285	1	ENSMUSG00000085549.7	ENSMUST00000143064.7	47578
chr4	108277408	108277634	227	*	Intron (ENSMUST00000043616.6/ENSMUSG00000034636.9, intron 1 of 13)	4	108229724	108301096	71373	2	ENSMUSG00000034636.9	ENSMUST00000043616.6	23462
chr4	109342553	109343303	751	*	Promoter (<=1kb)	4	109343059	109386566	43508	1	ENSMUSG00000028552.13	ENSMUST00000030281.11	0
chr4	109475803	109476505	703	*	Promoter (<=1kb)	4	109451098	109476675	25578	2	ENSMUSG00000028557.10	ENSMUST00000030284.9	170
chr4	116140977	116142028	1052	*	Intron (ENSMUST00000120083.7/ENSMUSG00000028700.14, intron 1 of 22)	4	116137237	116159848	22612	1	ENSMUSG00000028700.14	ENSMUST00000120083.7	3740
chr4	116943738	116943894	157	*	Intron (ENSMUST00000044823.3/ENSMUSG00000033948.3, intron 1 of 13)	4	116877376	116989264	111889	1	ENSMUSG00000033948.3	ENSMUST00000044823.3	66362
chr4	117861001	117861312	312	*	Intron (ENSMUST00000063857.10/ENSMUSG00000028542.17, intron 6 of 14)	4	117834506	117869296	34791	1	ENSMUSG00000028542.17	ENSMUST00000063857.10	26495
chr4	117913718	117913873	156	*	Promoter (1-2kb)	4	117894486	117914999	20514	2	ENSMUSG00000033365.14	ENSMUST00000036156.5	1126
chr4	121015975	121016197	223	*	Promoter (1-2kb)	4	120968317	121017247	48931	2	ENSMUSG00000032870.8	ENSMUST00000043200.7	1050
chr4	122882415	122882576	162	*	Intron (ENSMUST00000069533.11/ENSMUSG00000028656.14, intron 1 of 12)	4	122859047	122885911	26865	2	ENSMUSG00000028656.14	ENSMUST00000069533.11	3335
chr4	123407735	123408087	353	*	Exon (ENSMUST00000125447.2/ENSMUSG00000028649.21, exon 1 of 6)	4	123349633	123684360	334728	2	ENSMUSG00000028649.21	ENSMUST00000097897.10	276273
chr4	123535010	123535161	152	*	Intron (ENSMUST00000097897.10/ENSMUSG00000028649.21, intron 5 of 97)	4	123349633	123684360	334728	2	ENSMUSG00000028649.21	ENSMUST00000097897.10	149199
chr4	123572920	123573197	278	*	Promoter (<=1kb)	4	123349716	123573060	223345	2	ENSMUSG00000028649.21	ENSMUST00000238555.1	0
chr4	123593693	123595026	1334	*	Intron (ENSMUST00000097897.10/ENSMUSG00000028649.21, intron 1 of 97)	4	123349633	123684360	334728	2	ENSMUSG00000028649.21	ENSMUST00000097897.10	89334
chr4	123663378	123663577	200	*	Intron (ENSMUST00000097897.10/ENSMUSG00000028649.21, intron 1 of 97)	4	123349633	123684360	334728	2	ENSMUSG00000028649.21	ENSMUST00000097897.10	20783
chr4	123664589	123666116	1528	*	Promoter (<=1kb)	4	123456349	123664752	208404	2	ENSMUSG00000028649.21	ENSMUST00000147030.1	0
chr4	124574486	124574641	156	*	Exon (ENSMUST00000133499.1/ENSMUSG00000073759.6, exon 3 of 3)	4	124569190	124574645	5456	1	ENSMUSG00000073759.6	ENSMUST00000133499.1	5296
chr4	125029861	125030413	553	*	Promoter (<=1kb)	4	125029992	125055376	25385	1	ENSMUSG00000028869.13	ENSMUST00000030684.7	0
chr4	128727936	128730655	2720	*	Promoter (<=1kb)	4	128727971	128743471	15501	1	ENSMUSG00000028796.17	ENSMUST00000120946.1	0
chr4	129495447	129497210	1764	*	Intron (ENSMUST00000145488.1/ENSMUSG00000086336.1, intron 1 of 2)	4	129491969	129509746	17778	2	ENSMUSG00000086336.1	ENSMUST00000145488.1	12536
chr4	129820223	129821705	1483	*	Promoter (<=1kb)	4	129820680	129839196	18517	1	ENSMUSG00000028788.14	ENSMUST00000127558.1	0
chr4	130107005	130107907	903	*	Promoter (<=1kb)	4	130107556	130128134	20579	1	ENSMUSG00000028779.16	ENSMUST00000030563.5	0
chr4	130745173	130746307	1135	*	Intron (ENSMUST00000030315.12/ENSMUSG00000028580.15, intron 9 of 21)	4	130663321	130781564	118244	1	ENSMUSG00000028580.15	ENSMUST00000030315.12	81852
chr4	133728074	133730662	2589	*	Intron (ENSMUST00000105897.9/ENSMUSG00000007880.16, intron 1 of 19)	4	133679008	133753611	74604	2	ENSMUSG00000007880.16	ENSMUST00000105897.9	22949
chr4	133750863	133751679	817	*	Promoter (1-2kb)	4	133679008	133753611	74604	2	ENSMUSG00000007880.16	ENSMUST00000105897.9	1932
chr4	133753000	133753770	771	*	Promoter (<=1kb)	4	133679008	133753611	74604	2	ENSMUSG00000007880.16	ENSMUST00000105897.9	0
chr4	134631736	134631970	235	*	Intron (ENSMUST00000038628.3/ENSMUSG00000037306.13, intron 3 of 12)	4	134561690	134704290	142601	2	ENSMUSG00000037306.13	ENSMUST00000038628.3	72320
chr4	135856814	135857232	419	*	Promoter (1-2kb)	4	135855747	135865815	10069	1	ENSMUSG00000028676.17	ENSMUST00000097844.8	1067
chr4	137667364	137667513	150	*	Promoter (2-3kb)	4	137664726	137716570	51845	1	ENSMUSG00000041351.16	ENSMUST00000139831.7	2638
chr4	138261844	138262455	612	*	Promoter (<=1kb)	4	138262232	138301492	39261	1	ENSMUSG00000028758.12	ENSMUST00000030539.9	0
chr4	140713207	140714837	1631	*	Promoter (<=1kb)	4	140714351	140717200	2850	1	ENSMUSG00000040945.13	ENSMUST00000138682.7	0
chr4	140963136	140963306	171	*	Promoter (1-2kb)	4	140961203	140979193	17991	1	ENSMUSG00000009863.14	ENSMUST00000010007.8	1933
chr4	143161571	143162037	467	*	Intron (ENSMUST00000105778.7/ENSMUSG00000057637.13, intron 6 of 9)	4	143107391	143212705	105315	2	ENSMUSG00000057637.13	ENSMUST00000105778.7	50668
chr4	148595169	148595318	150	*	Promoter (1-2kb)	4	148593894	148594993	1100	1	ENSMUSG00000006442.10	ENSMUST00000140129.1	1275
chr4	148860563	148860757	195	*	Intron (ENSMUST00000094464.9/ENSMUSG00000028977.17, intron 2 of 15)	4	148804429	148945129	140701	1	ENSMUSG00000028977.17	ENSMUST00000094464.9	56134
chr4	149249318	149249467	150	*	Intron (ENSMUST00000060537.12/ENSMUSG00000063077.15, intron 17 of 48)	4	149176319	149307692	131374	2	ENSMUSG00000063077.15	ENSMUST00000060537.12	58225
chr4	149254537	149254887	351	*	Intron (ENSMUST00000060537.12/ENSMUSG00000063077.15, intron 15 of 48)	4	149176319	149307692	131374	2	ENSMUSG00000063077.15	ENSMUST00000060537.12	52805
chr4	149256150	149256492	343	*	Intron (ENSMUST00000060537.12/ENSMUSG00000063077.15, intron 15 of 48)	4	149176319	149307692	131374	2	ENSMUSG00000063077.15	ENSMUST00000060537.12	51200
chr4	149989010	149990022	1013	*	Intron (ENSMUST00000084117.12/ENSMUSG00000028980.14, intron 3 of 4)	4	149979475	150003130	23656	2	ENSMUSG00000028980.14	ENSMUST00000084117.12	13108
chr4	150237861	150238166	306	*	Promoter (1-2kb)	4	150236721	150244289	7569	1	ENSMUSG00000063524.13	ENSMUST00000150175.7	1140
chr4	150488074	150489688	1615	*	Promoter (<=1kb)	4	150488393	150621962	133570	1	ENSMUSG00000039852.17	ENSMUST00000105680.8	0
chr4	150855101	150855325	225	*	Promoter (1-2kb)	4	150853919	150868892	14974	1	ENSMUSG00000028967.10	ENSMUST00000073600.8	1182
chr4	150909615	150910309	695	*	Promoter (<=1kb)	4	150897133	150909926	12794	2	ENSMUSG00000028964.14	ENSMUST00000030805.13	0
chr4	155129595	155130792	1198	*	Intron (ENSMUST00000030915.10/ENSMUSG00000029049.14, intron 12 of 13)	4	155086577	155145505	58929	1	ENSMUSG00000029049.14	ENSMUST00000030915.10	43018
chr4	155220939	155221212	274	*	Promoter (1-2kb)	4	155154075	155222535	68461	2	ENSMUSG00000029050.15	ENSMUST00000084103.9	1323
chr4	155345457	155346342	886	*	Promoter (<=1kb)	4	155260129	155345772	85644	2	ENSMUSG00000029053.16	ENSMUST00000103178.10	0
chr4	155564257	155564716	460	*	Promoter (1-2kb)	4	155562378	155590997	28620	1	ENSMUSG00000029063.16	ENSMUST00000030939.13	1879
chr5	3342498	3342825	328	*	Promoter (1-2kb)	5	3341485	3344453	2969	1	ENSMUSG00000040274.11	ENSMUST00000199156.1	1013
chr5	3872842	3873061	220	*	Promoter (2-3kb)	5	3875362	3876154	793	1	ENSMUSG00000104699.1	ENSMUST00000199852.1	-2301
chr5	5342541	5342704	164	*	Intron (ENSMUST00000030763.12/ENSMUSG00000028926.15, intron 2 of 14)	5	4803391	5380197	576807	2	ENSMUSG00000028926.15	ENSMUST00000030763.12	37493
chr5	8347141	8347387	247	*	Intron (ENSMUST00000050166.13/ENSMUSG00000040537.17, intron 2 of 29)	5	8072352	8367982	295631	2	ENSMUSG00000040537.17	ENSMUST00000050166.13	20595
chr5	9726576	9726752	177	*	Promoter (1-2kb)	5	9485541	9725170	239630	2	ENSMUSG00000003974.6	ENSMUST00000004076.4	-1406
chr5	13262898	13263051	154	*	Intron (ENSMUST00000196514.4/ENSMUSG00000028883.17, intron 2 of 4)	5	13125414	13310754	185341	1	ENSMUSG00000028883.17	ENSMUST00000196514.4	137484
chr5	13398878	13400906	2029	*	Promoter (<=1kb)	5	13398997	13599348	200352	1	ENSMUSG00000028883.17	ENSMUST00000137798.7	0
chr5	16183566	16183785	220	*	Intron (ENSMUST00000167946.8/ENSMUSG00000040118.15, intron 4 of 38)	5	15934691	16374511	439821	1	ENSMUSG00000040118.15	ENSMUST00000167946.8	248875
chr5	19909479	19909653	175	*	Intron (ENSMUST00000197354.4/ENSMUSG00000040003.18, intron 2 of 21)	5	19227036	20702919	1475884	1	ENSMUSG00000040003.18	ENSMUST00000197354.4	682443
chr5	19989010	19989175	166	*	Intron (ENSMUST00000197354.4/ENSMUSG00000040003.18, intron 2 of 21)	5	19227036	20702919	1475884	1	ENSMUSG00000040003.18	ENSMUST00000197354.4	761974
chr5	20140523	20140766	244	*	Intron (ENSMUST00000197354.4/ENSMUSG00000040003.18, intron 3 of 21)	5	19227036	20702919	1475884	1	ENSMUSG00000040003.18	ENSMUST00000197354.4	913487
chr5	20228414	20228677	264	*	5' UTR	5	19227036	20702919	1475884	1	ENSMUSG00000040003.18	ENSMUST00000197354.4	1001378
chr5	20462106	20462361	256	*	Intron (ENSMUST00000197354.4/ENSMUSG00000040003.18, intron 9 of 21)	5	19227036	20702919	1475884	1	ENSMUSG00000040003.18	ENSMUST00000197354.4	1235070
chr5	20951006	20951436	431	*	Promoter (<=1kb)	5	20893028	20951822	58795	2	ENSMUSG00000039968.9	ENSMUST00000036489.9	386
chr5	23167323	23167624	302	*	Intron (ENSMUST00000197992.1/ENSMUSG00000106379.1, intron 2 of 3)	5	22746059	23275597	529539	1	ENSMUSG00000106379.1	ENSMUST00000197992.1	421264
chr5	23413443	23413655	213	*	Intron (ENSMUST00000185943.1/ENSMUSG00000073147.3, intron 1 of 6)	5	23382308	23433324	51017	2	ENSMUSG00000073147.3	ENSMUST00000185943.1	19669
chr5	23418092	23419726	1635	*	Intron (ENSMUST00000185943.1/ENSMUSG00000073147.3, intron 1 of 6)	5	23382308	23433324	51017	2	ENSMUSG00000073147.3	ENSMUST00000185943.1	13598
chr5	23432667	23433247	581	*	Promoter (<=1kb)	5	23382308	23433324	51017	2	ENSMUSG00000073147.3	ENSMUST00000185943.1	77
chr5	23461354	23462573	1220	*	Intron (ENSMUST00000196889.4/ENSMUSG00000029004.15, intron 2 of 12)	5	23434441	23486400	51960	1	ENSMUSG00000029004.15	ENSMUST00000196889.4	26913
chr5	23615316	23616704	1389	*	Promoter (<=1kb)	5	23503264	23616534	113271	2	ENSMUSG00000062604.11	ENSMUST00000088392.8	0
chr5	24907087	24907396	310	*	Intron (ENSMUST00000030784.13/ENSMUSG00000028944.14, intron 5 of 15)	5	24862744	25100642	237899	2	ENSMUSG00000028944.14	ENSMUST00000030784.13	193246
chr5	24985907	24986063	157	*	Exon (ENSMUST00000075081.6/ENSMUSG00000059631.6, exon 1 of 2)	5	24862744	25100642	237899	2	ENSMUSG00000028944.14	ENSMUST00000030784.13	114579
chr5	27080982	27081990	1009	*	Intron (ENSMUST00000071500.12/ENSMUSG00000061576.15, intron 1 of 25)	5	26817357	27726460	909104	1	ENSMUSG00000061576.15	ENSMUST00000071500.12	263625
chr5	27191416	27191569	154	*	Intron (ENSMUST00000071500.12/ENSMUSG00000061576.15, intron 1 of 25)	5	26817357	27726460	909104	1	ENSMUSG00000061576.15	ENSMUST00000071500.12	374059
chr5	27551097	27551292	196	*	Intron (ENSMUST00000071500.12/ENSMUSG00000061576.15, intron 6 of 25)	5	26817357	27726460	909104	1	ENSMUSG00000061576.15	ENSMUST00000071500.12	733740
chr5	28072928	28073081	154	*	Promoter (1-2kb)	5	28071363	28078662	7300	1	ENSMUSG00000045294.11	ENSMUST00000059155.10	1565
chr5	30789106	30789273	168	*	Intron (ENSMUST00000114729.7/ENSMUSG00000029168.14, intron 9 of 12)	5	30711564	30799375	87812	1	ENSMUSG00000029168.14	ENSMUST00000114729.7	77542
chr5	31692047	31692329	283	*	Intron (ENSMUST00000200694.3/ENSMUSG00000105617.4, intron 2 of 2)	5	31624439	31697627	73189	2	ENSMUSG00000029136.9	ENSMUST00000031018.9	5298
